Rental_state,Start,End,Revenue,Distance
RED,2017-12-29 20:26:29.9250000,2017-12-29 20:38:16.5170000,2.62,3
RED,2017-12-12 10:21:43.4180000,2017-12-12 10:40:41.9070000,4.15,6
RED,2017-03-29 12:23:08.8110000,2017-03-29 12:54:48.0230000,6.37,13
RED,2017-01-20 20:00:13.9420000,2017-01-20 20:14:15.7600000,2.7,4
RED,2017-04-09 18:41:09.7570000,2017-04-09 19:20:02.0940000,7.74,17
GREEN,2017-11-21 15:26:50.4580000,2017-11-21 16:50:09.9980000,0.0,0
RED,2017-09-09 20:00:28.0000000,2017-09-09 20:35:30.1910000,7.06,16
RED,2017-06-26 16:24:22.1120000,2017-06-26 16:31:09.7630000,2.0,2
GREEN,2017-01-17 19:11:42.0500000,2017-01-17 19:12:31.0600000,0.0,0
GREEN,2017-12-16 08:49:14.2730000,2017-12-16 08:59:52.3340000,0.0,0
GREEN,2017-02-17 19:28:34.3250000,2017-02-17 19:32:42.5980000,0.0,0
GREEN,2017-01-10 16:23:16.8680000,2017-01-10 17:36:28.3750000,0.0,0
GREEN,2017-10-06 21:56:38.0760000,2017-10-07 08:36:15.9980000,0.0,0
RED,2017-07-28 21:12:10.8030000,2017-07-28 22:27:29.6300000,13.95,24
RED,2017-10-25 06:01:49.0260000,2017-10-25 06:25:56.8370000,5.46,8
RED,2017-03-13 07:11:04.6210000,2017-03-13 07:19:35.3700000,2.34,3
GREEN,2017-02-17 21:51:10.0780000,2017-02-17 21:51:33.4570000,0.0,0
RED,2017-11-24 18:54:52.2750000,2017-11-24 19:08:05.4070000,3.06,3
RED,2017-08-14 08:37:59.8710000,2017-08-14 09:03:25.4140000,5.04,9
RED,2017-12-01 11:25:39.0380000,2017-12-01 11:50:05.4670000,5.46,7
GREEN,2017-12-26 01:08:31.8860000,2017-12-26 02:56:11.2550000,0.0,0
GREEN,2017-11-01 09:04:51.4030000,2017-11-01 09:12:46.3420000,0.0,0
GREEN,2017-04-24 19:39:51.5750000,2017-04-24 19:56:34.0980000,0.0,0
RED,2017-02-04 20:19:04.7310000,2017-02-04 20:33:45.3610000,3.91,6
RED,2017-12-08 18:02:05.6580000,2017-12-08 18:17:48.3390000,4.17,3
GREEN,2017-11-05 14:32:12.8680000,2017-11-05 14:34:49.7450000,0.0,0
RED,2017-02-02 07:19:31.0770000,2017-02-02 07:43:38.4630000,6.89,9
RED,2017-08-13 15:59:12.8730000,2017-08-13 16:16:13.1010000,3.43,7
RED,2017-11-16 16:15:15.6360000,2017-11-16 18:43:00.7120000,6.12,63
RED,2017-11-12 00:51:05.0220000,2017-11-12 00:55:45.5920000,1.09,1
GREEN,2017-12-28 18:16:09.3650000,2017-12-28 18:17:51.2340000,0.0,0
GREEN,2017-03-03 17:23:10.0310000,2017-03-03 17:27:09.6860000,0.0,0
RED,2017-11-28 20:28:28.7440000,2017-11-28 20:49:27.2110000,4.59,8
GREEN,2017-01-06 16:28:53.7860000,2017-01-06 16:39:32.0000000,0.0,0
GREEN,2017-05-26 06:26:10.0360000,2017-05-26 07:09:28.2640000,0.0,0
GREEN,2017-06-19 12:05:22.6730000,2017-06-19 12:05:39.1530000,0.0,0
RED,2017-04-17 11:33:47.1590000,2017-04-17 11:42:55.5000000,1.82,2
GREEN,2017-09-30 02:15:40.6920000,2017-09-30 11:46:50.3590000,0.0,0
GREEN,2017-01-12 07:49:02.5760000,2017-01-12 16:45:59.2990000,0.0,0
GREEN,2017-03-31 20:47:00.3600000,2017-03-31 20:47:04.1240000,0.0,0
RED,2017-04-18 23:31:13.1790000,2017-04-18 23:46:04.9360000,3.03,8
GREEN,2017-08-17 07:11:04.9170000,2017-08-17 07:11:16.7180000,0.0,0
RED,2017-01-25 00:46:04.8100000,2017-01-25 01:06:37.7510000,4.24,7
GREEN,2017-09-10 09:26:59.3600000,2017-09-10 10:34:43.5430000,0.0,0
GREEN,2017-02-07 17:44:08.5370000,2017-02-07 19:24:14.2590000,0.0,0
RED,2017-07-08 14:46:06.3680000,2017-07-08 14:53:17.3840000,1.41,2
GREEN,2017-02-11 11:40:11.1120000,2017-02-11 11:41:09.2400000,0.0,0
GREEN,2017-05-30 21:05:53.7140000,2017-05-30 21:46:53.8280000,0.0,0
GREEN,2017-03-20 05:51:49.1520000,2017-03-20 07:19:51.3690000,0.0,0
GREEN,2017-03-11 01:26:41.1230000,2017-03-11 01:26:47.4090000,0.0,0
GREEN,2017-02-21 14:21:31.0250000,2017-02-21 15:12:37.6340000,0.0,0
RED,2017-01-31 10:48:55.0110000,2017-01-31 10:55:29.6390000,1.21,2
RED,2017-10-04 18:17:23.0280000,2017-10-04 18:23:39.7550000,1.82,2
GREEN,2017-08-01 05:45:10.0290000,2017-08-01 05:54:05.2140000,0.0,0
GREEN,2017-07-06 18:31:55.5230000,2017-07-06 18:32:41.1150000,0.0,0
RED,2017-05-29 00:07:23.0940000,2017-05-29 00:16:42.4890000,2.02,5
GREEN,2017-04-22 14:04:29.0390000,2017-04-22 15:03:55.1340000,0.0,0
RED,2017-05-13 20:26:07.4740000,2017-05-13 20:26:23.2110000,0.0,0
GREEN,2017-08-03 13:50:15.5510000,2017-08-03 14:04:46.0230000,0.0,0
RED,2017-08-10 01:03:02.0640000,2017-08-10 01:31:21.3440000,5.52,9
GREEN,2017-02-10 20:18:45.4200000,2017-02-10 21:22:48.0650000,0.0,0
RED,2017-11-11 16:54:23.7740000,2017-11-11 17:27:50.7760000,9.71,9
RED,2017-06-01 21:16:02.3550000,2017-06-01 21:37:43.6560000,4.44,9
GREEN,2017-03-07 05:19:24.9700000,2017-03-07 06:04:09.4080000,0.0,0
RED,2017-06-12 20:34:21.3750000,2017-06-12 20:51:34.4960000,4.86,5
RED,2017-12-21 11:01:20.7130000,2017-12-21 11:19:37.4550000,4.95,9
RED,2017-02-06 19:00:03.0260000,2017-02-06 19:22:23.9980000,6.29,8
GREEN,2017-09-05 01:55:36.2410000,2017-09-05 02:37:53.8060000,0.0,0
GREEN,2017-05-10 10:03:37.6530000,2017-05-10 15:09:53.4590000,0.0,0
GREEN,2017-09-06 20:00:10.1280000,2017-09-06 21:46:30.2980000,0.0,0
RED,2017-02-13 20:00:28.0160000,2017-02-13 20:09:32.1680000,1.82,3
RED,2017-12-22 14:03:50.3620000,2017-12-22 14:23:06.7780000,4.37,4
GREEN,2017-05-14 19:27:49.8190000,2017-05-14 20:24:23.4100000,0.0,0
GREEN,2017-10-29 18:41:44.4170000,2017-10-29 18:42:29.7650000,0.0,0
GREEN,2017-07-21 19:49:46.8870000,2017-07-21 20:02:57.2620000,0.0,0
RED,2017-02-12 20:14:25.7850000,2017-02-12 20:42:09.4070000,7.29,8
GREEN,2017-11-27 15:36:16.5750000,2017-11-27 16:19:15.9640000,0.0,0
GREEN,2017-08-18 13:23:48.1570000,2017-08-18 13:33:55.1730000,0.0,0
GREEN,2017-09-25 19:58:56.3230000,2017-09-25 20:26:46.1650000,0.0,0
GREEN,2017-10-13 23:03:36.3690000,2017-10-14 00:11:40.9820000,0.0,0
GREEN,2017-08-12 18:51:17.6270000,2017-08-12 18:52:41.9440000,0.0,0
RED,2017-05-08 16:37:18.8220000,2017-05-08 16:47:46.0510000,2.22,4
GREEN,2017-02-15 17:16:40.2420000,2017-02-15 17:16:44.3310000,0.0,0
GREEN,2017-06-25 22:07:14.7170000,2017-06-26 07:06:18.4730000,0.0,0
GREEN,2017-03-23 20:57:34.7760000,2017-03-23 21:02:15.8230000,0.0,0
RED,2017-04-15 23:59:10.4030000,2017-04-16 00:12:13.0470000,3.71,6
GREEN,2017-09-08 21:00:26.5980000,2017-09-08 22:16:35.2360000,0.0,0
GREEN,2017-03-10 17:38:23.5770000,2017-03-10 19:55:57.9900000,0.0,0
RED,2017-10-23 19:14:06.2790000,2017-10-23 19:30:10.8230000,3.71,7
GREEN,2017-12-12 20:02:39.7810000,2017-12-12 21:21:36.2170000,0.0,0
GREEN,2017-10-12 15:36:49.0080000,2017-10-12 15:49:41.2350000,0.0,0
GREEN,2017-09-20 20:28:28.7100000,2017-09-20 21:45:12.0800000,0.0,0
GREEN,2017-04-24 16:02:54.8320000,2017-04-24 16:03:03.2860000,0.0,0
RED,2017-06-27 14:55:08.0460000,2017-06-27 15:09:33.5800000,2.78,2
RED,2017-09-16 13:53:55.9950000,2017-09-16 14:10:53.2280000,3.71,6
GREEN,2017-09-14 21:03:52.0490000,2017-09-14 21:16:24.8940000,0.0,0
GREEN,2017-08-11 18:31:18.7810000,2017-08-11 18:36:10.5320000,0.0,0
GREEN,2017-12-02 17:38:10.0800000,2017-12-02 18:24:45.4870000,0.0,0
GREEN,2017-02-10 18:01:33.5390000,2017-02-10 18:01:55.7190000,0.0,0
RED,2017-03-28 10:34:54.0030000,2017-03-28 11:35:41.2360000,10.28,3
GREEN,2017-05-16 16:30:21.6770000,2017-05-16 16:44:43.2960000,0.0,0
RED,2017-06-09 16:14:36.2630000,2017-06-09 16:47:53.5000000,6.07,7
GREEN,2017-07-15 18:58:01.3980000,2017-07-15 19:39:12.4380000,0.0,0
GREEN,2017-03-11 17:47:19.0230000,2017-03-11 17:57:45.6580000,0.0,0
RED,2017-09-09 12:43:47.5120000,2017-09-09 12:55:35.6190000,2.42,4
GREEN,2017-05-10 19:04:50.0670000,2017-05-10 19:06:34.1170000,0.0,0
RED,2017-11-03 06:26:45.6420000,2017-11-03 06:34:37.2370000,1.97,4
GREEN,2017-04-18 12:54:37.8790000,2017-04-18 14:02:14.5550000,0.0,0
GREEN,2017-08-09 22:15:35.9010000,2017-08-09 22:16:15.8530000,0.0,0
GREEN,2017-03-20 12:19:45.6520000,2017-03-20 12:21:03.5420000,0.0,0
GREEN,2017-11-20 20:37:10.7220000,2017-11-20 20:44:48.3000000,0.0,0
GREEN,2017-11-10 19:37:49.6350000,2017-11-10 19:38:31.8150000,0.0,0
RED,2017-06-16 21:55:23.0370000,2017-06-16 22:08:12.6560000,3.39,4
RED,2017-03-25 16:24:34.4250000,2017-03-25 16:39:42.1790000,3.03,5
GREEN,2017-01-28 15:22:35.5990000,2017-01-28 15:45:27.1710000,0.0,0
RED,2017-07-12 21:18:32.7790000,2017-07-12 21:48:36.0750000,5.39,6
GREEN,2017-06-23 11:34:33.5880000,2017-06-23 11:38:04.2470000,0.0,0
GREEN,2017-05-21 11:59:54.4570000,2017-05-21 12:15:21.6150000,0.0,0
GREEN,2017-08-05 19:45:10.8980000,2017-08-05 19:46:12.9250000,0.0,0
GREEN,2017-09-25 09:28:10.1020000,2017-09-25 09:29:52.6160000,0.0,0
RED,2017-08-24 12:58:05.3610000,2017-08-24 13:11:40.1890000,2.82,4
RED,2017-07-04 13:24:53.7070000,2017-07-04 13:39:25.9690000,2.82,4
RED,2017-01-17 19:10:27.3490000,2017-01-17 19:49:59.3810000,9.36,17
RED,2017-06-30 15:10:12.1710000,2017-06-30 15:18:53.8860000,1.82,2
RED,2017-04-09 17:41:09.9910000,2017-04-09 18:04:45.6000000,4.84,6
GREEN,2017-03-26 14:53:00.5120000,2017-03-26 14:56:04.3490000,0.0,0
RED,2017-01-29 23:05:54.5460000,2017-01-29 23:15:00.4040000,1.82,3
GREEN,2017-09-03 21:57:50.8960000,2017-09-03 22:28:08.1590000,0.0,0
RED,2017-04-20 13:35:17.0600000,2017-04-20 13:47:28.1860000,2.62,4
RED,2017-06-07 22:20:32.0960000,2017-06-07 22:27:49.6650000,1.41,2
RED,2017-12-15 23:18:46.8250000,2017-12-15 23:44:45.6400000,7.43,7
RED,2017-08-15 19:45:22.8030000,2017-08-15 19:58:38.1740000,2.74,4
RED,2017-07-07 00:47:24.6220000,2017-07-07 00:58:57.2630000,2.14,4
GREEN,2017-05-15 17:28:48.5680000,2017-05-15 18:14:26.6120000,0.0,0
GREEN,2017-05-31 09:21:41.2460000,2017-05-31 09:24:25.9330000,0.0,0
GREEN,2017-06-24 23:32:33.3880000,2017-06-24 23:36:25.9790000,0.0,0
RED,2017-03-07 18:39:37.5140000,2017-03-07 19:11:32.2480000,6.45,12
GREEN,2017-12-26 10:14:05.3640000,2017-12-26 10:21:49.8220000,0.0,0
GREEN,2017-05-19 09:52:10.0850000,2017-05-19 10:45:04.8900000,0.0,0
GREEN,2017-01-28 08:28:06.5190000,2017-01-28 08:28:22.8630000,0.0,0
GREEN,2017-06-17 09:09:14.1600000,2017-06-17 09:25:19.6530000,0.0,0
GREEN,2017-01-18 20:29:29.9080000,2017-01-18 20:33:20.4460000,0.0,0
GREEN,2017-06-13 17:12:52.6200000,2017-06-13 17:23:36.7120000,0.0,0
GREEN,2017-11-25 15:46:19.1190000,2017-11-25 17:32:15.8630000,0.0,0
RED,2017-01-10 18:20:49.1690000,2017-01-10 18:31:16.4810000,2.02,3
GREEN,2017-08-01 17:30:28.9710000,2017-08-01 17:50:38.2620000,0.0,0
RED,2017-01-08 18:37:31.3460000,2017-01-08 18:58:16.7080000,4.07,8
RED,2017-07-02 00:27:56.4250000,2017-07-02 00:47:38.3270000,5.21,9
GREEN,2017-12-02 22:16:36.0900000,2017-12-03 02:40:25.6110000,0.0,0
GREEN,2017-11-01 05:35:31.4800000,2017-11-01 09:51:09.1770000,0.0,0
RED,2017-10-05 00:46:28.3520000,2017-10-05 01:04:41.0860000,4.15,8
GREEN,2017-04-13 12:12:42.1700000,2017-04-13 12:16:39.3280000,0.0,0
GREEN,2017-06-18 20:15:20.4290000,2017-06-18 21:07:58.2020000,0.0,0
GREEN,2017-03-04 20:27:09.1190000,2017-03-04 21:07:12.1400000,0.0,0
GREEN,2017-11-01 16:12:21.4000000,2017-11-01 20:05:41.2380000,0.0,0
GREEN,2017-09-17 17:27:56.9730000,2017-09-17 17:28:14.0650000,0.0,0
RED,2017-09-27 21:05:37.2280000,2017-09-27 21:17:10.4660000,2.62,7
GREEN,2017-04-23 21:03:40.2110000,2017-04-23 23:11:20.2410000,0.0,0
GREEN,2017-11-25 16:16:26.9730000,2017-11-25 18:08:54.9820000,0.0,0
GREEN,2017-03-27 08:24:46.5760000,2017-03-27 08:29:07.0750000,0.0,0
RED,2017-03-10 08:17:24.2640000,2017-03-10 09:04:37.4380000,11.7,16
GREEN,2017-09-24 18:00:11.7870000,2017-09-24 19:23:33.8120000,0.0,0
RED,2017-09-17 18:41:10.2000000,2017-09-17 18:55:19.4900000,3.28,4
GREEN,2017-01-04 13:48:13.9390000,2017-01-04 14:42:14.7280000,0.0,0
GREEN,2017-08-17 09:05:52.2980000,2017-08-17 09:21:31.4750000,0.0,0
RED,2017-11-24 08:10:49.7420000,2017-11-24 08:58:08.9800000,13.71,15
RED,2017-05-04 11:05:58.3690000,2017-05-04 11:35:06.5060000,5.85,5
GREEN,2017-09-06 12:58:43.6840000,2017-09-06 17:05:43.1780000,0.0,0
RED,2017-11-01 09:37:39.8940000,2017-11-01 10:05:40.3080000,6.12,11
GREEN,2017-08-07 10:12:22.9060000,2017-08-07 10:17:47.9210000,0.0,0
GREEN,2017-07-05 19:50:55.3810000,2017-07-05 19:52:52.1120000,0.0,0
GREEN,2017-06-29 09:24:05.8990000,2017-06-29 12:24:30.9690000,0.0,0
RED,2017-04-03 19:23:10.9690000,2017-04-03 19:28:09.8610000,1.01,2
RED,2017-07-20 20:46:51.0560000,2017-07-20 20:59:10.6070000,2.42,7
RED,2017-11-18 17:09:41.6860000,2017-11-18 19:06:07.5540000,0.0,18
GREEN,2017-06-03 13:39:32.7670000,2017-06-03 13:51:46.1520000,0.0,0
GREEN,2017-03-30 15:56:37.1810000,2017-03-30 18:52:13.0610000,0.0,0
GREEN,2017-03-02 20:51:08.9480000,2017-03-02 20:53:35.4370000,0.0,0
GREEN,2017-12-18 18:25:51.6160000,2017-12-18 19:21:43.0020000,0.0,0
GREEN,2017-03-25 21:49:10.0790000,2017-03-25 21:50:24.1110000,0.0,0
GREEN,2017-09-28 13:59:30.0770000,2017-09-28 14:00:07.7490000,0.0,0
RED,2017-05-02 18:36:35.5860000,2017-05-02 18:55:01.3810000,4.69,4
GREEN,2017-10-19 15:50:03.6530000,2017-10-19 16:30:30.7660000,0.0,0
RED,2017-06-07 23:26:02.9640000,2017-06-07 23:30:29.6190000,0.81,2
RED,2017-01-16 08:01:26.3570000,2017-01-16 08:51:55.4980000,12.48,11
GREEN,2017-07-18 09:33:19.3210000,2017-07-18 12:34:01.6660000,0.0,0
GREEN,2017-10-14 16:03:59.8520000,2017-10-14 16:10:18.4250000,0.0,0
RED,2017-06-20 13:02:41.8650000,2017-06-20 13:27:56.6570000,5.04,8
RED,2017-02-23 19:13:51.5030000,2017-02-23 19:32:53.4910000,3.75,6
GREEN,2017-11-04 16:17:05.6910000,2017-11-04 16:28:37.4390000,0.0,0
RED,2017-04-26 06:50:57.2490000,2017-04-26 07:18:39.1190000,5.65,15
GREEN,2017-03-27 22:07:03.3420000,2017-03-27 23:30:06.4130000,0.0,0
GREEN,2017-02-06 20:50:54.7020000,2017-02-06 21:28:38.3510000,0.0,0
GREEN,2017-06-21 20:04:23.9470000,2017-06-21 21:41:31.9710000,0.0,0
GREEN,2017-04-06 19:29:23.3210000,2017-04-06 19:38:17.2030000,0.0,0
GREEN,2017-06-29 18:00:19.4040000,2017-06-29 18:01:28.8320000,0.0,0
RED,2017-04-03 14:52:10.7900000,2017-04-03 15:07:53.4450000,4.57,8
RED,2017-09-18 21:22:34.2140000,2017-09-18 21:33:40.2450000,2.4,4
GREEN,2017-03-10 04:16:37.0390000,2017-03-10 06:53:16.3920000,0.0,0
RED,2017-02-07 15:25:14.7820000,2017-02-07 15:35:08.7230000,2.02,3
GREEN,2017-05-17 01:45:45.1360000,2017-05-17 06:29:54.8680000,0.0,0
RED,2017-09-10 12:28:28.1840000,2017-09-10 12:50:21.5820000,4.44,8
GREEN,2017-04-06 11:25:51.6780000,2017-04-06 14:11:54.5790000,0.0,0
RED,2017-03-08 09:09:41.0230000,2017-03-08 09:36:30.8490000,5.36,9
RED,2017-03-25 16:16:22.3740000,2017-03-25 16:36:01.9740000,4.03,7
GREEN,2017-08-27 15:03:18.7660000,2017-08-27 15:03:25.3830000,0.0,0
GREEN,2017-06-01 17:20:18.2130000,2017-06-01 17:20:26.7640000,0.0,0
GREEN,2017-07-28 21:56:46.0910000,2017-07-28 22:16:57.5640000,0.0,0
GREEN,2017-01-11 20:13:28.1450000,2017-01-11 20:26:53.7260000,0.0,0
RED,2017-03-04 14:39:08.6350000,2017-03-04 14:52:24.2400000,2.62,5
GREEN,2017-07-09 23:38:38.3270000,2017-07-10 06:35:24.1270000,0.0,0
RED,2017-03-22 14:12:02.0620000,2017-03-22 14:18:15.8260000,1.56,2
GREEN,2017-03-10 20:26:49.7160000,2017-03-10 20:42:39.0500000,0.0,0
GREEN,2017-03-22 10:29:10.0230000,2017-03-22 13:35:59.2760000,0.0,0
GREEN,2017-01-17 20:15:10.0190000,2017-01-17 20:16:09.1950000,0.0,0
GREEN,2017-05-05 09:22:33.3740000,2017-05-05 09:22:52.6730000,0.0,0
RED,2017-04-20 00:13:15.7450000,2017-04-20 00:17:52.5270000,1.01,1
GREEN,2017-03-15 11:59:29.6650000,2017-03-15 12:06:52.1170000,0.0,0
RED,2017-02-01 21:25:51.7800000,2017-02-01 21:40:42.7870000,3.03,7
GREEN,2017-07-05 18:29:26.8930000,2017-07-05 18:45:08.4230000,0.0,0
RED,2017-09-19 11:22:07.4340000,2017-09-19 12:00:45.3740000,8.52,10
RED,2017-04-01 12:27:59.4330000,2017-04-01 12:44:19.8620000,3.43,9
GREEN,2017-12-28 17:37:22.7040000,2017-12-28 18:44:18.9780000,0.0,0
RED,2017-02-14 19:37:46.0560000,2017-02-14 20:00:50.5000000,4.56,5
GREEN,2017-09-09 01:07:24.3320000,2017-09-09 10:37:47.6780000,0.0,0
GREEN,2017-02-18 14:04:32.1660000,2017-02-18 16:55:21.5640000,0.0,0
GREEN,2017-03-23 20:36:33.8000000,2017-03-23 21:58:11.5820000,0.0,0
RED,2017-03-06 05:59:55.4750000,2017-03-06 06:06:39.0150000,1.41,2
GREEN,2017-12-09 05:39:42.0790000,2017-12-09 19:02:13.9060000,0.0,0
RED,2017-12-21 18:07:36.3150000,2017-12-21 18:27:50.7780000,6.0,8
GREEN,2017-04-02 15:00:12.7110000,2017-04-02 17:08:24.5980000,0.0,0
GREEN,2017-09-07 17:00:10.2100000,2017-09-07 17:34:54.3130000,0.0,0
GREEN,2017-07-07 18:28:29.5460000,2017-07-07 18:45:32.2780000,0.0,0
GREEN,2017-10-02 09:04:06.0460000,2017-10-02 15:48:45.4220000,0.0,0
GREEN,2017-06-02 10:33:55.6160000,2017-06-02 10:35:46.1180000,0.0,0
GREEN,2017-02-18 23:41:54.8390000,2017-02-18 23:51:17.1110000,0.0,0
RED,2017-01-22 00:04:05.8010000,2017-01-22 00:10:17.8090000,1.21,2
RED,2017-08-19 16:18:48.5930000,2017-08-19 16:33:40.9000000,3.03,6
GREEN,2017-10-02 15:00:58.2000000,2017-10-02 16:11:10.6310000,0.0,0
RED,2017-09-14 15:12:27.6410000,2017-09-14 17:04:23.1820000,0.0,31
RED,2017-11-26 16:50:02.1090000,2017-11-26 17:09:35.6150000,4.37,7
GREEN,2017-06-25 20:08:02.1410000,2017-06-25 21:16:41.5630000,0.0,0
RED,2017-08-29 22:09:30.9990000,2017-08-29 22:31:54.3780000,6.57,14
GREEN,2017-07-02 00:35:58.6650000,2017-07-02 01:20:26.0710000,0.0,0
GREEN,2017-05-19 09:59:17.3300000,2017-05-19 14:08:30.8410000,0.0,0
GREEN,2017-02-24 12:49:02.5940000,2017-02-24 13:55:48.2820000,0.0,0
RED,2017-03-21 07:14:42.0150000,2017-03-21 07:23:28.4910000,1.82,3
RED,2017-05-02 11:53:40.6930000,2017-05-02 12:05:04.0660000,2.42,4
GREEN,2017-06-30 22:12:20.1470000,2017-06-30 22:54:58.1010000,0.0,0
GREEN,2017-11-30 20:39:09.8090000,2017-12-01 10:43:01.6160000,0.0,0
RED,2017-05-20 13:30:19.2470000,2017-05-20 13:49:42.1700000,4.75,6
GREEN,2017-06-30 21:28:10.6300000,2017-06-30 22:13:36.9300000,0.0,0
GREEN,2017-10-05 15:25:19.6140000,2017-10-05 15:26:24.5790000,0.0,0
RED,2017-04-27 08:48:35.2340000,2017-04-27 08:59:20.5220000,2.22,3
RED,2017-07-10 08:34:04.9330000,2017-07-10 08:56:07.5830000,4.56,4
RED,2017-08-18 16:31:50.2120000,2017-08-18 16:40:47.9230000,1.82,2
GREEN,2017-12-15 23:57:10.5050000,2017-12-16 00:29:50.7370000,0.0,0
GREEN,2017-03-14 21:10:14.5820000,2017-03-15 07:10:04.9320000,0.0,0
RED,2017-12-30 17:39:16.0690000,2017-12-30 17:56:35.6740000,3.93,1
GREEN,2017-07-06 13:39:50.0370000,2017-07-06 15:14:18.9270000,0.0,0
GREEN,2017-12-23 22:26:25.6220000,2017-12-23 22:46:07.6670000,0.0,0
GREEN,2017-04-13 15:15:27.4980000,2017-04-13 15:15:52.5730000,0.0,0
GREEN,2017-12-18 20:00:16.3680000,2017-12-18 20:21:35.7260000,0.0,0
RED,2017-07-15 21:51:26.5920000,2017-07-16 01:38:38.1490000,45.24,37
RED,2017-07-07 12:01:08.4690000,2017-07-07 12:22:29.2470000,6.03,7
GREEN,2017-01-23 05:14:34.6960000,2017-01-23 08:08:43.3830000,0.0,0
RED,2017-05-19 13:40:04.3820000,2017-05-19 14:15:43.0910000,7.06,20
RED,2017-01-12 10:04:46.1900000,2017-01-12 10:12:06.4990000,1.41,1
RED,2017-08-28 16:55:04.7280000,2017-08-28 17:21:17.2480000,5.24,6
RED,2017-07-09 19:48:36.9200000,2017-07-09 20:05:59.3430000,4.86,8
RED,2017-02-23 21:31:11.7870000,2017-02-23 21:35:42.6640000,1.01,1
GREEN,2017-10-16 09:52:10.0730000,2017-10-16 09:53:56.2300000,0.0,0
GREEN,2017-02-05 14:38:51.8890000,2017-02-05 14:42:11.4840000,0.0,0
RED,2017-08-09 18:39:07.8990000,2017-08-09 19:21:43.2670000,12.0,20
RED,2017-09-08 07:35:39.7540000,2017-09-08 07:53:57.5200000,3.63,6
RED,2017-12-16 16:19:25.0530000,2017-12-16 16:24:10.4470000,1.31,1
GREEN,2017-10-02 18:47:42.3860000,2017-10-03 00:59:34.9300000,0.0,0
RED,2017-03-28 15:07:24.9220000,2017-03-28 15:18:15.8530000,2.22,3
GREEN,2017-03-23 18:16:58.4600000,2017-03-23 18:17:26.4290000,0.0,0
RED,2017-03-28 16:38:12.9000000,2017-03-28 17:06:36.5520000,7.29,14
GREEN,2017-05-07 14:35:57.4410000,2017-05-07 14:37:02.1330000,0.0,0
GREEN,2017-07-07 13:19:52.3350000,2017-07-07 13:21:02.9450000,0.0,0
RED,2017-08-01 23:36:36.8910000,2017-08-01 23:48:18.5630000,2.42,5
GREEN,2017-12-16 18:09:29.9350000,2017-12-16 18:15:56.7770000,0.0,0
GREEN,2017-10-16 12:51:02.2150000,2017-10-16 16:18:33.4790000,0.0,0
RED,2017-08-31 23:32:22.8130000,2017-08-31 23:38:32.5620000,1.21,2
RED,2017-12-04 21:48:54.3440000,2017-12-04 22:01:11.7940000,3.39,5
GREEN,2017-05-27 15:49:19.4840000,2017-05-27 16:38:43.8030000,0.0,0
GREEN,2017-10-14 16:33:58.3320000,2017-10-14 16:39:17.2570000,0.0,0
GREEN,2017-09-06 10:47:30.0420000,2017-09-06 10:57:14.6870000,0.0,0
GREEN,2017-02-15 18:37:21.6060000,2017-02-15 18:43:58.7820000,0.0,0
RED,2017-03-17 21:59:24.8020000,2017-03-17 22:08:05.1220000,1.82,2
RED,2017-10-07 06:40:27.8740000,2017-10-07 07:11:29.5510000,8.34,16
RED,2017-06-26 08:37:43.9980000,2017-06-26 08:58:39.3890000,4.24,6
GREEN,2017-06-08 19:07:41.5800000,2017-06-08 19:09:34.1370000,0.0,0
RED,2017-01-03 16:48:47.9920000,2017-01-03 17:00:53.2940000,2.42,4
RED,2017-08-25 23:57:13.8880000,2017-08-26 00:15:16.9180000,4.69,8
GREEN,2017-06-01 01:03:00.3720000,2017-06-01 07:45:39.9930000,0.0,0
GREEN,2017-05-16 22:16:18.6350000,2017-05-16 22:22:46.6200000,0.0,0
RED,2017-11-25 15:29:06.1890000,2017-11-25 15:37:15.9590000,1.97,2
RED,2017-10-11 15:44:18.5970000,2017-10-11 16:42:35.3200000,15.37,19
GREEN,2017-05-31 21:16:56.2770000,2017-05-31 21:21:41.8990000,0.0,0
GREEN,2017-03-31 02:19:21.4820000,2017-03-31 06:48:45.8320000,0.0,0
RED,2017-05-18 09:18:25.1870000,2017-05-18 09:29:46.3570000,2.22,3
RED,2017-09-14 07:46:05.0400000,2017-09-14 08:00:27.8600000,3.28,6
RED,2017-08-21 13:13:22.8030000,2017-08-21 13:28:21.8640000,3.03,8
RED,2017-05-24 22:46:24.1420000,2017-05-24 23:05:20.3250000,4.95,12
GREEN,2017-11-30 21:15:10.2350000,2017-11-30 21:18:54.7760000,0.0,0
RED,2017-07-19 06:27:32.9950000,2017-07-19 06:37:21.5720000,2.02,5
GREEN,2017-07-05 08:05:48.7950000,2017-07-05 09:20:45.6200000,0.0,0
GREEN,2017-12-23 11:19:52.2750000,2017-12-23 11:19:57.4130000,0.0,0
RED,2017-04-30 14:38:17.5980000,2017-04-30 16:09:37.3990000,16.25,18
RED,2017-11-12 17:29:33.4440000,2017-11-12 17:46:02.8150000,4.43,4
GREEN,2017-09-08 12:10:41.4970000,2017-09-08 12:12:19.3890000,0.0,0
RED,2017-08-02 08:27:11.2260000,2017-08-02 08:42:44.7290000,3.03,6
GREEN,2017-10-18 06:23:30.4880000,2017-10-18 14:20:15.6660000,0.0,0
